raman_shift_cm-1,mean_intensity,std_dev
858.0,0.1368920843113321,0.03521824144387454
859.0,0.15267225851359853,0.03296566904136384
860.0,0.1755854309311398,0.029099652409023433
861.0,0.20268944422450264,0.026261575373027545
862.0,0.23519106881480467,0.025591154370234907
863.0,0.274143414424716,0.027329944853099742
864.0,0.32082050972607506,0.02857986858225402
865.0,0.37631672901031765,0.028821049515994172
866.0,0.448128641159889,0.03123123842733486
867.0,0.5353322422036287,0.03656660701413455
868.0,0.6398646621741902,0.044492299478058876
869.0,0.7438739008462136,0.05077329232808221
870.0,0.8334230822188086,0.054131774867754105
871.0,0.8958342095529291,0.05653437867619291
872.0,0.9217819534301086,0.056013833155083306
873.0,0.9027727320336532,0.05229660375079605
874.0,0.839940768536906,0.04943069852339576
875.0,0.7420338764895176,0.04692221367285361
876.0,0.627331377868554,0.041323510507039606
877.0,0.5123339567399477,0.03548277815221957
878.0,0.4172086537276845,0.03164424659252424
879.0,0.3391870610313806,0.028143826544142225
880.0,0.2801835514885004,0.025362313365782575
881.0,0.24090670937454167,0.02847865452445319
882.0,0.21613473336881459,0.034329420275150194
883.0,0.19922891825045486,0.03481088762423324
884.0,0.18452952508954107,0.03485795612176734
885.0,0.16828638610944838,0.03413251823057971
886.0,0.15637798068779224,0.032850803930741114
887.0,0.14958600630684712,0.031089913031287827
888.0,0.14464550523915695,0.028379775622426003
889.0,0.13906495632235247,0.027301521285487178
890.0,0.1343555876394031,0.02848217383443524
891.0,0.13407583209084015,0.03106314016759517
892.0,0.1366754395830256,0.034318800934411135
893.0,0.13918062294393488,0.036214239128648185
894.0,0.14041810164144025,0.0363495872265855
895.0,0.14361584434359814,0.034191862883520635
896.0,0.15674984643410328,0.030980608152025576
897.0,0.1748969870937285,0.03145028791278434
898.0,0.19528093201174576,0.03288945273967889
899.0,0.2152025915292844,0.032869645815547216
900.0,0.23037296848214356,0.031828699017243764
901.0,0.23818936197840085,0.030534981280885252
902.0,0.23401831028358877,0.030732653341148358
903.0,0.21524555420968736,0.03015587549174476
904.0,0.18794814051953845,0.03044587659125242
905.0,0.15815190839223628,0.0314919864564443
906.0,0.13533034980572786,0.03140026322671187
907.0,0.11902057680935188,0.030784615332894047
908.0,0.10890255183945285,0.03041209647128183
909.0,0.10152457478430217,0.03087627573343873
910.0,0.09691959416728291,0.03269256351246023
911.0,0.09475253129960594,0.031624787748521274
912.0,0.09289444556615077,0.02953602776973213
913.0,0.09054854400049968,0.0287057577014917
914.0,0.08933226884297216,0.029136271927066516
915.0,0.09154783388977562,0.029924435789630412
916.0,0.10002819444596256,0.0319242720682889
917.0,0.11021948575996311,0.03328535026275759
918.0,0.12136081959158736,0.0315144639486508
919.0,0.13634583295916944,0.02838378244022661
920.0,0.15664181893780627,0.02753744262441419
921.0,0.17954867991735646,0.029534144009099303
922.0,0.21420116409088769,0.028587199755338622
923.0,0.2672495346405175,0.027454663910520306
924.0,0.3484758144923105,0.02999089164913993
925.0,0.4585506045041132,0.03438030597314136
926.0,0.5973087223124716,0.03829706850666128
927.0,0.7446768792837416,0.041627820799340166
928.0,0.8772263365351961,0.04493817917529788
929.0,0.969428347566068,0.045122036420855036
930.0,1.0,0.04293777740835484
931.0,0.9563598550750081,0.04059349206359582
932.0,0.8541383254741639,0.03866950854732675
933.0,0.7132488707308133,0.036491855745991925
934.0,0.5597144805713434,0.033675315106465736
935.0,0.41513722365887673,0.030979474283022383
936.0,0.29997961651408933,0.029088954666050305
937.0,0.21959162164062462,0.02722888707262319
938.0,0.16978467924508095,0.027586597866175462
939.0,0.1366427645427928,0.029633115169158827
940.0,0.11357175335485568,0.030399501198659185
941.0,0.09611074948096238,0.0294891342904301
942.0,0.08987392264696399,0.029872158316012105
943.0,0.09157871471374303,0.03174715626259555
944.0,0.09492216257777195,0.03210523496406478
945.0,0.10064346485660446,0.03286725546408322
946.0,0.11201485142310687,0.03399576646271941
947.0,0.13405025608923996,0.033684336925473776
948.0,0.16740426501090358,0.0326123885975541
949.0,0.21148188390407116,0.03191614508581406
950.0,0.2819662900252972,0.03287643125766151
951.0,0.38247104121794256,0.03516861185676691
952.0,0.5246736201967958,0.03799414627424035
953.0,0.6796379284821378,0.041021125228971216
954.0,0.8209626548110563,0.043831039764728776
955.0,0.9192981058768206,0.045606816516438387
956.0,0.957627355968045,0.04767152905667519
957.0,0.925200216081535,0.04947401309430427
958.0,0.8292761488808682,0.05101139455882662
959.0,0.6867740708559797,0.05026250997065893
960.0,0.5289945645231833,0.0464424043050196
961.0,0.3820373570068001,0.04095562679815849
962.0,0.27312468755118907,0.03520227575789597
963.0,0.19433723526063748,0.033715770202879795
964.0,0.14483748083614265,0.032282808237177975
965.0,0.1155743260560698,0.025738615555560136
966.0,0.09828555858439306,0.021615030655609466
967.0,0.08345969691319703,0.023398573730329508
968.0,0.07068746339046508,0.024988959735149287
969.0,0.059154869126531576,0.025173405777827812
970.0,0.05026084399937587,0.023318396488114245
971.0,0.041746297164754816,0.023857023220152488
972.0,0.031961461909772546,0.0257217574939077
973.0,0.0232755178298879,0.02744392728054291
974.0,0.01648447449217064,0.02981934561404829
975.0,0.012043154599100707,0.031037015691092667
976.0,0.006972012219161447,0.03201951768764797
977.0,0.0020597315513289876,0.03280841077056799
978.0,0.002307092584694899,0.03184609650905367
979.0,0.005242835423634154,0.03101012352874852
980.0,0.00887729340060258,0.0302543387199519
981.0,0.013274970974036869,0.028911196162476258
982.0,0.017824290092989064,0.02907066517601266
983.0,0.021064993696765566,0.030129132640958612
984.0,0.02325701555194119,0.032627515074819716
985.0,0.024708256579700476,0.035081084507716256
986.0,0.026267388447722664,0.03597337691448994
987.0,0.02748551009359059,0.03616164536574241
988.0,0.02814159869106269,0.036153645750310826
989.0,0.027212294238988837,0.03422241245774873
990.0,0.02671557660262119,0.0324565263726054
991.0,0.030901070659231582,0.03193665903100197
992.0,0.036886509808852115,0.03311040714906395
993.0,0.04292584810518593,0.036260497508938026
994.0,0.05154918747528114,0.040655919835883327
995.0,0.062209566912691534,0.04383556727651591
996.0,0.07293930867416125,0.04220688488005961
997.0,0.08435171521852138,0.040591240086307497
998.0,0.09694192521044565,0.03953026257336266
999.0,0.11189207555800487,0.03786336514517598
1000.0,0.12951314185532298,0.03728999058903782
1001.0,0.14978230430679998,0.03655363919483677
1002.0,0.17677790314685962,0.03586000816119962
1003.0,0.2085935368127166,0.03745914189252002
1004.0,0.24242819600334584,0.037477856361137686
1005.0,0.2720411447471138,0.03771708619918894
1006.0,0.2932574494691306,0.03780581538289675
1007.0,0.3042064694553597,0.03751948750021326
1008.0,0.30510628715916005,0.037673772194054225
1009.0,0.29647606174319585,0.03738324084822075
1010.0,0.2803590835706684,0.039810625088339935
1011.0,0.2633252303116705,0.042487710477104285
1012.0,0.2547670020545768,0.04327128913849516
1013.0,0.2576992099050822,0.04393366989466966
1014.0,0.27506627732104477,0.04412803416183093
1015.0,0.31056923185051516,0.04362049319874074
1016.0,0.36227216030958664,0.04256415891811858
1017.0,0.4264659726677927,0.042131024402237344
1018.0,0.4954321452146915,0.04098887476034616
1019.0,0.562592447966214,0.038335465186672496
1020.0,0.6273433302555429,0.037411178301814
1021.0,0.6832697934126563,0.03990900669156932
1022.0,0.7247915882239884,0.04316880397671563
1023.0,0.7494906865285161,0.04495561523393745
1024.0,0.7533906391810048,0.0463991821124832
1025.0,0.7368233096563682,0.04672526217002512
1026.0,0.6986353523413751,0.04660306288280632
1027.0,0.6418947988233834,0.046080959427197025
1028.0,0.5676054599516426,0.04130854483048982
1029.0,0.4865331650487457,0.03645084350445953
