raman_shift_cm-1,intensity_norm
961.0,0.034135728567228026
962.0,0.035499290856131745
963.0,0.03714379919465723
964.0,0.03912098845724597
965.0,0.04149812071694242
966.0,0.04436301562514311
967.0,0.047830954150115124
968.0,0.05205409349582129
969.0,0.05723408964669209
970.0,0.06363837288063265
971.0,0.07161933228414774
972.0,0.08163196713741727
973.0,0.09423572722664274
974.0,0.11004301152980615
975.0,0.1295301722448794
976.0,0.15256333241358708
977.0,0.17751357713669078
978.0,0.20027902840058487
979.0,0.2146380672879733
980.0,0.21553432798719907
981.0,0.2032013596507519
982.0,0.18297609802887288
983.0,0.16106558771413168
984.0,0.14145741517866386
985.0,0.12572388989816505
986.0,0.11402873799507984
987.0,0.1059920423270465
988.0,0.10114848802465141
989.0,0.0991345105537244
990.0,0.09974900742835506
991.0,0.10296788384428456
992.0,0.10894576463846611
993.0,0.11801024355954642
994.0,0.13063004587309446
995.0,0.14730303890238522
996.0,0.1682554929639496
997.0,0.19281261131210156
998.0,0.21849751271413392
999.0,0.24068865437779788
1000.0,0.2544599525423177
1001.0,0.2583706161908032
1002.0,0.2559563560106848
1003.0,0.2524969115464214
1004.0,0.25078257545667193
1005.0,0.2494725199718424
1006.0,0.24448297882555797
1007.0,0.23265473413474935
1008.0,0.21477328247148816
1009.0,0.19469747312354346
1010.0,0.17627896465122658
1011.0,0.16170907251540848
1012.0,0.15172507928446985
1013.0,0.14635642285455377
1014.0,0.14546769486722522
1015.0,0.1490140036318707
1016.0,0.1570915052558081
1017.0,0.16980852289590492
1018.0,0.18690558014951833
1019.0,0.20703403645505636
1020.0,0.22692433721315652
1021.0,0.24156076040447277
1022.0,0.24674122993183217
1023.0,0.2425268791328894
1024.0,0.23327532088401687
1025.0,0.2240492526580921
1026.0,0.217628998803197
1027.0,0.21398906647048566
1028.0,0.21144338950291675
1029.0,0.20862223438948146
1030.0,0.20595072197734113
1031.0,0.2052970312591456
1032.0,0.20861139982521335
1033.0,0.21717617250894844
1034.0,0.23170750488197425
1035.0,0.25284765034607715
1036.0,0.28167736575935726
1037.0,0.3197654745092955
1038.0,0.36832907589159686
1039.0,0.42641209041515965
1040.0,0.4881929825827966
1041.0,0.5408622348842078
1042.0,0.5674635901123068
1043.0,0.5574002967229797
1044.0,0.515533191184932
1045.0,0.4578547444540507
1046.0,0.3997871952922962
1047.0,0.3501403309017852
1048.0,0.31195393181753095
1049.0,0.2852472898717176
1050.0,0.2689300758698255
1051.0,0.2615455299313707
1052.0,0.26116772910423663
1053.0,0.2648440851345959
1054.0,0.2683648953001909
1055.0,0.2675724329280125
1056.0,0.2610034062454068
1057.0,0.25091176018892475
1058.0,0.24121329619998005
1059.0,0.2350667454154594
1060.0,0.2342214749093757
1061.0,0.23953180703528104
1062.0,0.2515899771418128
1063.0,0.27111510443149384
1064.0,0.2991096058745677
1065.0,0.33683443810163727
1066.0,0.3856347637111096
1067.0,0.4467138894189649
1068.0,0.520932955869871
1069.0,0.6079886366474072
1070.0,0.7033882011975782
1071.0,0.7934972315922506
1072.0,0.8544833506820085
1073.0,0.8633501225067026
1074.0,0.8162336937376048
1075.0,0.7322861643164381
1076.0,0.6377987559888236
1077.0,0.5510707080623809
1078.0,0.4794462434016136
1079.0,0.4230492353565975
1080.0,0.3791066828814917
1081.0,0.34503578226674425
1082.0,0.31973775598351206
1083.0,0.3032169804730982
1084.0,0.2957865183827416
1085.0,0.2977246509068028
1086.0,0.3091609817189884
1087.0,0.32966523341881254
1088.0,0.3571720789307953
1089.0,0.38636482538318356
1090.0,0.40805977150848965
1091.0,0.4125420474831073
1092.0,0.39644240096111266
1093.0,0.3656418149358739
1094.0,0.3301630609429298
1095.0,0.29786910319280424
1096.0,0.2726422833140844
1097.0,0.2556242038254863
1098.0,0.2467957858182856
1099.0,0.24594933206587902
1100.0,0.253130251579009
1101.0,0.26876823390091337
1102.0,0.2935793831804345
1103.0,0.3281359571759182
1104.0,0.3718221439519563
1105.0,0.42093676418664405
1106.0,0.46667145539324495
1107.0,0.4960289762967158
1108.0,0.4989052957650168
1109.0,0.47657006737465574
1110.0,0.4408514602799419
1111.0,0.40514009926684286
1112.0,0.37799015059741803
1113.0,0.3624554401804208
1114.0,0.3574046485217864
1115.0,0.35832131996820255
1116.0,0.35833215206094376
1117.0,0.35142807090773986
1118.0,0.33669491090976605
1119.0,0.31869028439161734
1120.0,0.3033848021716594
1121.0,0.2944864398644942
1122.0,0.2922646779369797
1123.0,0.2935736594261466
1124.0,0.2927078683200155
1125.0,0.28427888680768437
1126.0,0.26712897586163237
1127.0,0.2449954061668416
1128.0,0.2231528297379866
1129.0,0.20536113677675194
1130.0,0.1933113469647981
1131.0,0.1872883046551647
1132.0,0.18665127999471406
1133.0,0.18972798532537902
1134.0,0.19343999965153233
1135.0,0.19367246230454957
1136.0,0.18731218637747363
1137.0,0.17452459644267385
1138.0,0.15835613438849122
1139.0,0.14220011443303923
1140.0,0.128134266937205
1141.0,0.11690224936430652
1142.0,0.10850568136786487
1143.0,0.10268405380737632
1144.0,0.09916292703269669
1145.0,0.09775462933853345
1146.0,0.09839272048976073
1147.0,0.10114415779143753
1148.0,0.10621677713374796
